Title,Price,In Stock,Category,URL,Image URL
fractal design pop mini air rgb case black,1799,True,Chassis,https://www.evetech.co.za/fractal-design-pop-mini-air-rgb-case-black/best-deal/17868.aspx,https://www.evetech.co.za/repository/components/fractal-design-pop-mini-air-rgb-case-black-600px-v1300px.png
fractal design pop silent case black,1799,True,Chassis,https://www.evetech.co.za/fractal-design-pop-silent-case-black/best-deal/17871.aspx,https://www.evetech.co.za/repository/components/fractal-design-pop-silent-case-black-600px-v1300px.png
fractal design pop silent case white,1899,True,Chassis,https://www.evetech.co.za/fractal-design-pop-silent-case-white/best-deal/17872.aspx,https://www.evetech.co.za/repository/components/fractal-design-pop-silent-case-white-600px-v1300px.png
fractal design pop mini air rgb case white,1899,True,Chassis,https://www.evetech.co.za/fractal-design-pop-mini-air-rgb-case-white/best-deal/17867.aspx,https://www.evetech.co.za/repository/components/fractal-design-pop-mini-air-rgb-case-white-600px-v1300px.png
fractal design pop air rgb case white,1999,True,Chassis,https://www.evetech.co.za/fractal-design-pop-air-rgb-case-white/best-deal/17865.aspx,https://www.evetech.co.za/repository/components/fractal-design-pop-air-rgb-case-white-600px-v1300px.png
fractal design define 7 compact case white,2199,True,Chassis,https://www.evetech.co.za/fractal-design-define-7-compact-case-white/best-deal/17886.aspx,https://www.evetech.co.za/repository/components/fractal-design-define-7-compact-case-white-600px-v1300px.png
fractal design define 7 mini case black,2199,True,Chassis,https://www.evetech.co.za/fractal-design-define-7-mini-case-black/best-deal/17887.aspx,https://www.evetech.co.za/repository/components/fractal-design-define-7-mini-case-black-600px-v1300px.png
fractal design pop xl air case white,2299,True,Chassis,https://www.evetech.co.za/fractal-design-pop-xl-air-case-white/best-deal/17869.aspx,https://www.evetech.co.za/repository/components/fractal-design-pop-xl-air-case-white-600px-v1300px.png
fractal design define 7 compact case black,2299,True,Chassis,https://www.evetech.co.za/fractal-design-define-7-compact-case-black/best-deal/17885.aspx,https://www.evetech.co.za/repository/components/fractal-design-define-7-compact-case-black-600px-v1300px.png
fractal design pop xl silent case black,2299,True,Chassis,https://www.evetech.co.za/fractal-design-pop-xl-silent-case-black/best-deal/17910.aspx,https://www.evetech.co.za/repository/components/fractal-design-pop-xl-silent-case-black-600px-v1300px.png
fractal design define 7 compact atx pc case black,2399,True,Chassis,https://www.evetech.co.za/fractal-design-define-7-compact-atx-pc-case-black/best-deal/19721.aspx,https://www.evetech.co.za/repository/components/fractal-design-define-7-compact-atx-pc-case-black-600px-v1300px.png
fractal design torrent nano rgb clear tg case white,2499,True,Chassis,https://www.evetech.co.za/fractal-design-torrent-nano-rgb-clear-tg-case-white/best-deal/17902.aspx,https://www.evetech.co.za/repository/components/fractal-design-torrent-nano-rgb-clear-tg-case-white-600px-v1300px.png
fractal design meshify 2 compact gaming case black,2499,True,Chassis,https://www.evetech.co.za/fractal-design-meshify-2-compact-gaming-case-black/best-deal/19688.aspx,https://www.evetech.co.za/repository/components/fractal-design-meshify-2-compact-gaming-case-black-600px-v1300px.png
fractal design meshify 2 compact atx mid tower black,2699,True,Chassis,https://www.evetech.co.za/fractal-design-meshify-2-compact-atx-mid-tower-black/best-deal/19694.aspx,https://www.evetech.co.za/repository/components/fractal-design-meshify-2-compact-atx-mid-tower-black-600px-v1300px.png
fractal design torrent nano rgb light tg case   black,2699,True,Chassis,https://www.evetech.co.za/fractal-design-torrent-nano-rgb-light-tg-case-black/best-deal/17901.aspx,https://www.evetech.co.za/repository/components/fractal-design-torrent-nano-rgb-light-tg-case-black-600px-v1300px.png
fractal design meshify 2 compact rgb case black,2699,True,Chassis,https://www.evetech.co.za/fractal-design-meshify-2-compact-rgb-case-black/best-deal/17858.aspx,https://www.evetech.co.za/repository/components/fractal-design-meshify-2-compact-rgb-case-black-600px-v1300px.png
fractal design meshify 2 lite black tg light tint case,2799,True,Chassis,https://www.evetech.co.za/fractal-design-meshify-2-lite-black-tg-light-tint-case/best-deal/19716.aspx,https://www.evetech.co.za/repository/components/fractal-design-meshify-2-lite-black-tg-light-tint-case-600px-v1300px.png
fractal design torrent compact tempered glass   black dark tint,2899,True,Chassis,https://www.evetech.co.za/fractal-design-torrent-compact-tempered-glass-black-dark-tint/best-deal/19717.aspx,https://www.evetech.co.za/repository/components/fractal-design-torrent-compact-tempered-glass-black-dark-tint-600px-v1300px.png
fractal design meshify 2 case white,2899,True,Chassis,https://www.evetech.co.za/fractal-design-meshify-2-case-white/best-deal/17857.aspx,https://www.evetech.co.za/repository/components/fractal-design-meshify-2-case-white-600px-v1300px.png
fractal design north mesh side panel case charcoal black,2899,True,Chassis,https://www.evetech.co.za/fractal-design-north-mesh-side-panel-case-charcoal-black/best-deal/17893.aspx,https://www.evetech.co.za/repository/components/fractal-design-north-mesh-side-panel-case-charcoal-black-600px-v1300px.png
fractal design north tempered glass case charcoal black,2999,True,Chassis,https://www.evetech.co.za/fractal-design-north-tempered-glass-case-charcoal-black/best-deal/17894.aspx,https://www.evetech.co.za/repository/components/fractal-design-north-tempered-glass-case-charcoal-black-600px-v1300px.png
fractal design north mesh side panel case   chalk white,2999,True,Chassis,https://www.evetech.co.za/fractal-design-north-mesh-side-panel-case-chalk-white/best-deal/17895.aspx,https://www.evetech.co.za/repository/components/fractal-design-north-mesh-side-panel-case-chalk-white-600px-v1300px.png
fractal design torrent rgb tempered glass case black,2999,True,Chassis,https://www.evetech.co.za/fractal-design-torrent-rgb-tempered-glass-case-black/best-deal/17899.aspx,https://www.evetech.co.za/repository/components/fractal-design-torrent-rgb-tempered-glass-case-black-600px-v1300px.png
fractal design meshify 2 case black,2999,True,Chassis,https://www.evetech.co.za/fractal-design-meshify-2-case-black/best-deal/17856.aspx,https://www.evetech.co.za/repository/components/fractal-design-meshify-2-case-black-600px-v1300px.png
